ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,result
27349,290000,1,1,1,37,-2,-2,-2,-2,-2,-2,-17,3465,10069,4225,-4,871,0
27350,180000,1,2,2,30,-1,-1,-1,2,-1,-1,3229,0,6709,6366,1950,1931,0
27351,2.00E+05,1,1,2,32,-1,-1,-1,-2,-2,-2,1125,2182,0,0,0,0,1
27352,210000,1,2,1,39,-1,-1,-1,-1,-1,-1,1443,1443,1443,1443,1443,1443,0
27353,70000,1,2,2,30,1,-1,0,0,0,0,0,11609,13411,14470,18070,15000,0
27354,280000,1,2,2,38,2,2,2,2,0,0,163675,168581,170775,166749,168739,166757,1
27355,120000,1,3,2,31,1,-2,-2,-2,-2,-2,-94,-2090,-2390,-2390,-2390,-2390,1
27356,260000,1,1,2,45,-1,-1,-2,-1,0,-1,6062,-900,-900,1905,897,4641,0
27357,340000,1,1,2,31,0,0,0,0,0,0,342299,339883,335659,336498,321941,315006,0
27358,260000,1,1,2,29,0,0,0,0,0,0,56050,52079,52083,46703,47500,45030,0
27359,140000,1,1,2,29,0,0,0,0,0,0,34052,34677,35065,35668,36143,37064,0
27360,140000,1,2,1,36,1,-1,0,0,0,0,119279,6771,13380,18415,20135,27390,0
27361,2.00E+05,1,2,1,38,1,2,2,2,0,0,185471,189921,193731,189136,191335,202780,0
27362,50000,1,2,2,43,0,0,0,0,0,0,29308,20491,20846,20247,19551,18617,1
27363,130000,1,2,2,27,0,0,0,-2,-2,-2,21920,12390,0,0,0,0,0
27364,130000,1,1,2,27,0,0,0,-2,-2,-2,71668,47836,0,0,0,0,0
27365,50000,1,2,2,28,0,0,0,2,0,0,26538,27592,30627,28999,29607,29285,0
27366,20000,1,3,1,28,0,0,0,2,0,0,19794,19519,20464,19756,19978,11680,0
27367,390000,1,1,2,28,0,0,0,0,0,0,18891,19521,28868,29661,21907,8205,0
27368,50000,1,2,2,28,2,2,2,2,2,0,45769,47213,48162,48576,43700,44853,0
27369,30000,1,2,2,29,1,2,0,0,0,0,24180,23498,24532,25517,25896,26282,0
27370,240000,1,2,1,33,-2,-1,0,0,0,0,15220,7549,127494,102825,99867,99410,0
27371,180000,1,1,2,31,-1,-1,-1,-1,-1,-1,6383,3166,13346,4195,9934,3317,0
27372,420000,1,1,2,31,-2,-2,-2,-2,-2,-2,7712,72910,18030,11831,11562,46623,0
27373,120000,1,1,2,33,2,0,0,0,0,0,52053,52592,53748,54858,56445,58032,1
27374,450000,1,1,2,34,-1,-1,-1,-1,-1,-1,12712,1830,1183,1745,0,7519,0
27375,20000,1,1,2,34,0,0,0,-2,-2,-2,19569,2700,0,0,0,0,1
27376,360000,1,2,1,35,-2,-2,-2,-2,-2,-2,-9,-9,-9,-9,1943,2500,1
27377,350000,1,2,2,40,0,0,0,0,-1,-1,28194,29334,30900,0,223,223,0
27378,180000,1,3,2,44,0,0,0,0,0,0,172064,175287,119687,131725,134122,133961,0
27379,410000,1,2,1,41,0,0,0,0,-1,0,392906,400864,410877,419454,1356,1362,0
27380,50000,1,3,1,36,0,0,0,0,0,0,44917,46230,49319,50401,18919,19469,0
27381,430000,1,3,1,36,0,0,0,0,0,0,35488,39897,48916,52021,27796,29340,0
27382,2.00E+05,1,3,3,48,-1,-1,-1,-1,0,0,7331,4760,3529,11711,38079,0,0
27383,180000,1,1,2,35,0,0,0,0,0,0,52160,46545,43604,43571,19360,20650,0
27384,2.00E+05,1,1,1,35,0,0,0,0,-1,0,29675,28425,20289,43432,149388,136192,0
27385,160000,1,2,1,35,2,2,2,0,0,0,155327,159293,154957,157788,160282,100213,1
27386,1.00E+05,1,2,1,47,0,0,0,0,0,0,72703,74147,76305,77855,78961,80452,0
27387,140000,1,2,2,44,2,0,0,0,0,0,84371,85119,86901,89583,90432,92332,1
27388,120000,1,2,1,43,-1,-1,-2,-1,-1,-1,3972,2809,1021,2311,3868,2980,0
27389,360000,1,1,2,37,1,-1,-1,-1,-1,-1,-2,513,1070,-10,2107,627,0
27390,120000,1,1,1,41,0,0,0,0,0,-1,115467,54921,56542,58023,17421,105771,1
27391,310000,1,1,1,37,-1,-1,-1,-1,-1,-1,46916,5545,17152,6540,6834,6890,0
27392,180000,1,1,1,44,-2,-2,-2,-2,-2,-2,14787,12222,16564,15047,17884,13630,0
27393,160000,1,2,1,46,0,0,0,0,0,0,116988,114956,114531,106467,106967,109245,0
27394,50000,1,2,1,48,2,0,0,0,0,0,79262,40931,40892,41612,18825,18019,1
27395,3.00E+05,1,2,1,40,0,0,0,0,0,0,25492,28048,30582,33059,35498,39902,0
27396,5.00E+05,1,3,1,43,0,0,0,0,0,0,57313,54997,44226,40712,37311,27068,0
27397,230000,1,2,1,39,1,-1,2,0,0,-1,-430,16659,1982,1982,991,5400,0
27398,3.00E+05,1,3,1,45,-1,-1,-1,2,-1,0,836,390,780,390,780,780,0
27399,180000,1,2,2,41,-2,-2,-2,-2,-2,-2,0,900,910,0,0,0,0
27400,280000,1,2,1,45,-1,-1,-1,-1,-1,-1,1207,1207,1207,1207,1207,1207,0
27401,20000,1,3,2,47,-1,0,0,-2,-2,-1,3897,4774,-10,-10,-10,3990,0
27402,360000,1,1,1,37,-1,-1,-1,0,0,0,5225,-1900,14838,15987,13438,16935,0
27403,20000,1,2,3,37,0,0,0,0,0,0,19701,20302,19200,17085,17953,19299,0
27404,250000,1,1,1,35,0,0,0,0,-1,0,70767,78906,84078,70507,2841,12606,0
27405,120000,1,1,1,45,0,0,0,0,0,0,118287,117775,117106,118207,116885,123040,0
27406,1.00E+05,1,5,3,44,2,2,0,0,0,0,40199,39218,35464,30456,29420,27102,0
27407,50000,1,3,1,47,0,0,0,2,0,0,11752,13244,14722,15181,15928,16671,0
27408,470000,1,3,2,31,-1,-1,2,-1,-1,-1,8748,2442,2272,6040,6655,1200,0
27409,80000,1,2,1,45,-1,-1,-1,-1,-1,-1,10290,40000,0,2303,71637,7893,0
27410,110000,1,2,2,29,0,0,0,0,0,0,31327,31495,27682,28418,29442,30213,0
27411,280000,1,2,2,30,0,0,0,0,0,0,261602,267238,273951,262720,130384,102181,0
27412,2.00E+05,1,1,1,37,-2,-2,-2,-2,-2,-2,3509,-8,1898,0,6062,0,0
27413,170000,1,3,1,45,-1,0,0,0,0,0,34778,40441,40937,34090,34894,36829,0
27414,60000,1,2,1,41,1,-1,0,0,0,0,-1582,56557,55839,47797,8062,8284,0
27415,180000,1,2,1,36,0,0,0,0,0,0,184661,183112,183172,183117,179277,183394,0
27416,3.00E+05,1,2,1,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
27417,150000,1,2,1,40,0,0,0,0,0,-2,142326,145231,150145,150500,0,0,1
27418,210000,1,1,2,39,-2,-2,-2,-2,-2,-2,28435,7615,0,0,0,0,0
27419,50000,1,3,2,37,-1,0,0,0,0,0,20248,50797,53340,45661,20180,21155,0
27420,50000,1,1,1,45,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,1
27421,3.00E+05,1,2,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
27422,80000,1,2,1,43,0,0,0,0,0,0,78726,78837,76792,61435,26516,27215,0
27423,170000,1,2,2,31,0,-1,0,0,0,0,172012,167929,116189,192082,120077,92593,0
27424,50000,1,3,1,44,0,0,0,0,0,0,19951,17221,15816,13983,13638,10657,0
27425,140000,1,2,1,40,0,0,0,0,0,0,139282,138095,140725,139401,103929,101148,1
27426,350000,1,2,1,36,0,0,-1,0,-1,-1,32596,16666,32597,16666,16666,32809,1
27427,20000,1,2,1,45,-1,-1,-1,-1,-2,-2,836,836,2006,-2830,-7220,-11610,0
27428,170000,1,1,2,32,2,2,-2,-2,-2,-1,2097,0,0,0,0,6271,1
27429,20000,1,3,2,40,0,0,0,0,0,-1,17613,18897,34964,9376,9620,780,1
27430,240000,1,2,1,44,0,0,0,0,0,0,23904,21643,19743,20298,15475,15852,0
27431,50000,1,2,1,40,0,0,0,0,0,0,31852,28526,60032,25443,19600,19405,1
27432,230000,1,2,1,41,0,0,0,0,0,0,301038,305327,213058,216260,215968,174195,1
27433,1.00E+05,1,1,1,35,1,2,-1,-1,0,0,3515,2975,2342,12016,10203,5323,0
27434,3.00E+05,1,1,2,45,-1,-1,-1,0,0,0,3016,-2659,40996,41513,38303,36352,0
27435,90000,1,2,1,42,0,0,0,0,-2,-2,87104,90651,92400,0,0,0,1
27436,210000,1,1,2,32,0,0,0,0,0,0,218742,218317,73874,73219,96844,94731,0
27437,50000,1,2,2,44,0,0,0,0,0,0,10101,6295,7333,8349,8362,8727,0
27438,4.00E+05,1,2,1,46,0,0,0,0,0,0,113125,98056,141712,123382,125687,128018,0
27439,3.00E+05,1,1,1,37,-2,-2,-2,-1,-1,-2,19954,22492,20477,27206,37191,7543,0
27440,150000,1,1,2,32,2,2,2,2,2,2,126115,128860,131426,132703,129080,136996,0
27441,5.00E+05,1,1,1,35,2,0,0,-1,0,0,510367,473584,167682,501496,508213,496801,1
27442,3.00E+05,1,2,2,38,1,-1,3,2,-1,-1,0,780,780,390,390,390,1
27443,3.00E+05,1,1,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
27444,150000,1,1,2,33,-1,2,-1,-1,0,-1,6146,891,8969,6027,5132,1461,0
27445,410000,1,1,2,32,0,0,0,0,0,0,198954,202511,199348,201941,101962,104837,0
27446,80000,1,1,2,33,0,0,0,0,0,0,77244,78259,79286,69708,49743,48969,0
27447,50000,1,3,2,33,0,0,-1,0,-1,0,8949,9745,30739,30266,14581,12930,0
27448,140000,1,3,2,33,-2,-2,-2,-2,-2,-2,500,473,-27,3788,0,9386,0
27449,150000,1,2,1,33,2,-1,-1,-2,-2,-2,1033,1533,0,0,0,0,1
27450,20000,1,1,1,33,0,0,0,0,0,0,20276,20134,20298,19269,19254,19484,0
27451,2.00E+05,1,1,2,33,-1,-1,-1,0,-1,-1,12202,1964,12181,5908,1114,8314,0
27452,110000,1,2,2,42,0,0,0,0,0,0,80338,83483,74258,66409,69895,72234,0
27453,230000,1,2,2,41,2,0,0,0,0,0,225043,229701,229250,229572,213420,218809,1
27454,50000,1,2,1,49,1,2,2,2,2,2,17371,17789,18209,18595,20323,19218,1
27455,50000,1,2,2,49,1,2,0,0,0,0,47360,45915,46686,47084,14253,15479,0
27456,50000,1,1,1,49,-1,-1,-1,2,-1,0,25801,-1032,6910,6314,18544,12894,0
27457,310000,1,1,1,50,-1,-1,-1,-1,-1,-1,396,396,0,942,1645,1287,0
27458,10000,1,2,1,49,1,-1,-1,-1,-1,-2,-20,780,0,780,0,0,1
27459,1.00E+05,1,3,1,50,2,3,2,2,3,2,66204,64551,66924,72209,70451,72179,0
27460,7.00E+05,1,2,1,50,-2,-2,-2,-2,-2,-2,3528,2018,2131,5746,733,2913,0
27461,330000,1,1,1,50,-2,-2,-2,-2,-2,-2,-17,-17,-17,988,-12,138,0
27462,3.00E+05,1,2,1,46,-1,-1,-1,-2,-1,0,1413,15393,-10,-10,7805,5738,0
27463,5.00E+05,1,3,1,49,0,0,0,0,0,0,260991,214726,230250,188805,192229,2786,0
27464,10000,1,3,1,51,1,-1,2,2,0,0,0,950,1170,780,780,0,0
27465,70000,1,3,1,50,0,0,0,0,0,0,68725,70413,70004,38102,28931,29143,0
27466,110000,1,2,1,50,1,-1,0,0,0,0,-10682,50928,54711,55926,18030,18367,0
27467,250000,1,2,1,50,0,0,0,0,-2,-1,238215,182156,121786,-329,-494,1541,0
27468,550000,1,3,1,50,2,2,2,0,0,2,491810,534289,494690,504929,501474,446605,1
27469,390000,1,1,2,47,-1,-1,-2,-1,-1,-1,898,0,0,2582,128,6273,0
27470,1.00E+05,1,6,2,51,2,2,0,0,0,0,104264,101658,97937,98893,101044,96045,0
27471,20000,1,2,1,47,2,0,0,0,0,0,17305,17917,18600,19034,19022,19046,1
27472,360000,1,2,1,50,0,0,0,-1,0,0,221855,256171,-229,10527,9564,0,0
27473,60000,1,2,1,50,-1,-1,-1,-1,0,0,7888,13989,9588,18041,14458,12710,0
27474,150000,1,2,1,51,2,2,0,0,2,2,17307,16736,17491,24882,25229,24688,1
27475,360000,1,3,1,49,0,0,0,0,0,0,170792,153458,136109,114908,111274,110141,0
27476,50000,1,1,2,49,0,0,0,0,0,0,48960,49686,50723,9182,10025,10400,0
27477,170000,1,1,1,50,1,2,2,2,2,2,152495,155698,159029,160628,162808,163364,0
27478,3.00E+05,1,2,1,51,1,2,0,0,0,2,198235,193548,198422,204116,214691,218101,0
27479,150000,1,3,2,51,-1,-1,-1,-1,-1,-1,3958,3146,2651,2465,4108,4703,0
27480,3.00E+05,1,3,1,51,-2,-2,-2,-2,-2,-2,1236,-13,-13,2155,2402,-10,0
27481,5.00E+05,1,1,1,57,-2,-2,-2,-2,-2,-2,18726,29914,8340,16561,15662,28935,0
27482,160000,1,2,2,57,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,600,1
27483,50000,1,1,2,54,2,0,0,0,0,0,9159,10474,10184,6279,7693,15083,0
27484,10000,1,3,2,56,2,2,0,0,0,0,10156,8570,6101,6711,7258,7777,0
27485,1.00E+05,1,3,1,54,2,2,2,3,2,2,81507,83154,88223,85924,86803,88745,1
27486,3.00E+05,1,1,1,58,2,2,2,2,2,2,148265,158230,160242,156171,165556,169250,1
27487,30000,1,2,1,57,0,0,0,0,0,0,24911,26241,27512,27831,28795,29285,1
27488,90000,1,1,2,52,0,0,0,0,0,0,91671,91656,87106,48730,27535,27751,0
27489,30000,1,3,2,53,0,0,0,0,0,0,29683,26328,27422,28307,28902,29506,0
27490,140000,1,3,1,53,0,0,0,0,0,0,133167,135889,81607,83927,84861,86556,0
27491,50000,1,1,2,53,0,0,0,0,0,0,49512,50463,49793,50032,18336,18720,0
27492,1.00E+05,1,5,1,53,0,0,0,0,0,0,184438,188238,192080,196000,2.00E+05,0,0
27493,30000,1,2,1,49,0,0,0,0,0,0,29707,28853,30107,29923,29472,27729,0
27494,160000,1,3,1,51,0,0,0,-2,-1,-1,4042,4338,-1801,-5513,743,1012,1
27495,10000,1,3,1,57,0,0,0,2,2,0,7525,6952,9356,9533,9233,9295,0
27496,170000,1,2,1,57,-1,-1,-1,-1,0,-1,792,-2604,396,792,396,396,1
27497,50000,1,1,1,48,0,0,0,0,0,0,48096,49267,48078,25869,22647,2875,0
27498,5.00E+05,1,3,1,53,-1,2,2,-2,-1,-1,5008,546,-4,-4,1319,2977,0
27499,5.00E+05,1,3,1,55,2,0,0,0,0,0,613860,512526,334227,145482,125936,91382,1
27500,20000,1,2,1,59,3,2,3,3,2,2,6015,7759,8486,8208,7930,8650,1
27501,20000,1,2,1,52,0,0,0,0,0,0,16361,17368,18546,19283,14821,0,0
27502,80000,1,6,1,54,0,0,0,0,0,0,61454,61808,62290,29296,26210,17643,1
27503,5.00E+05,1,1,1,58,1,2,0,0,-1,-1,65005,63099,64610,64133,264,264,0
27504,20000,1,3,2,62,0,0,0,0,0,0,16303,17314,18343,19331,18541,18929,0
27505,190000,1,2,2,56,0,0,0,0,0,0,105046,85715,66984,67864,68156,67958,0
27506,160000,1,2,2,59,0,0,0,0,0,0,86249,85764,83764,75088,69753,66574,0
27507,170000,1,1,2,51,0,0,0,0,0,0,201851,195038,189067,180389,137030,129222,1
27508,80000,1,2,1,54,0,0,0,0,0,0,80449,77652,77980,79938,50209,49762,1
27509,180000,1,2,1,57,0,0,0,0,0,0,182329,177183,177694,127051,128562,129128,0
27510,50000,1,3,2,51,2,2,0,0,0,0,51264,48695,32617,18834,15810,15786,1
27511,70000,1,2,2,62,6,5,4,3,2,0,112202,103834,95609,86494,79359,74937,0
27512,20000,1,2,1,55,0,0,2,0,0,2,10301,12871,12374,13392,14938,14557,1
27513,330000,1,2,1,48,-1,-1,-1,-1,0,0,933,12663,10151,60841,41945,21183,0
27514,330000,1,3,1,57,-2,-2,-2,-2,-2,-2,3524,262,248,784,220,256,0
27515,320000,1,1,1,51,-2,-2,-2,-2,-2,-2,1834,556,1622,7728,5781,3896,0
27516,140000,1,3,1,59,-1,-1,-1,-1,-1,-1,2859,3447,0,2061,0,3035,0
27517,20000,1,2,1,55,0,0,0,0,0,0,15793,16823,17848,27843,19352,19938,0
27518,70000,1,3,1,53,-1,-1,-1,2,0,0,712,712,862,862,862,862,0
27519,240000,1,2,2,67,0,0,0,0,0,0,542827,508581,471796,468202,442401,419209,0
27520,460000,1,2,1,52,0,0,0,0,0,0,177520,174746,168279,171579,163450,160547,0
27521,80000,1,1,2,56,0,0,0,0,0,0,89088,83558,84848,63373,20324,23749,1
27522,20000,1,2,2,56,0,0,2,2,2,0,15397,17819,18239,19094,12393,13037,0
27523,2.00E+05,1,3,1,54,0,0,0,2,0,0,1749,3939,7856,3640,3656,6273,1
27524,2.00E+05,1,2,1,51,2,-1,-1,-1,-1,-1,206,2522,1261,0,1261,-1261,1
27525,420000,1,3,1,53,-1,-1,-2,-2,-2,-2,3717,-2953,-2953,-2953,-2953,-2953,0
27526,130000,1,2,2,54,0,0,0,0,-2,-2,30184,31795,31467,-440,-240,-240,0
27527,30000,1,2,3,53,1,-2,-1,2,0,0,0,0,4070,3825,3825,0,1
27528,110000,1,2,1,51,0,0,0,0,0,0,54051,55126,57239,104353,48308,49693,1
27529,360000,1,2,1,51,-1,-1,-1,-1,0,0,14093,10575,7675,18602,20461,33404,0
27530,50000,1,2,1,56,1,2,2,0,0,0,48141,50783,49581,36828,19361,19780,0
27531,70000,1,3,1,54,0,0,0,0,0,0,64527,59996,57417,54558,58968,63456,0
27532,420000,1,3,1,59,0,0,0,0,0,0,24389,21232,24524,21318,21496,19704,0
27533,50000,1,3,1,57,0,0,0,0,0,0,49543,41465,24091,20071,19221,19622,0
27534,450000,1,2,1,55,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,1
27535,50000,1,2,1,56,0,0,0,-1,0,0,38111,37934,16816,602,712,822,0
27536,20000,1,3,1,53,3,4,3,2,3,2,15507,14974,14449,15116,14582,14206,1
27537,250000,1,1,1,51,3,2,2,2,2,2,2487,2487,2487,2487,2487,2487,1
27538,20000,1,2,3,53,0,0,0,0,0,0,18856,19840,18588,17650,18003,18390,0
27539,240000,1,3,1,57,0,0,0,0,0,0,224736,230814,234047,164960,167934,171113,0
27540,50000,1,3,1,52,0,0,0,0,0,-1,47594,48611,49063,16908,13112,2280,1
27541,180000,1,3,1,65,0,-1,0,0,0,0,191309,174775,174702,176816,180911,123229,1
27542,250000,1,1,1,71,0,0,0,0,0,0,173907,177484,177946,159849,145461,141487,0
27543,30000,1,3,2,52,0,0,0,2,2,0,25686,27449,30286,29993,58134,28910,0
27544,50000,1,3,1,55,0,0,0,0,0,2,40247,41382,49943,50412,30970,30362,1
27545,20000,1,2,1,62,1,2,2,0,0,0,17539,18563,17982,18659,19035,20236,0
27546,260000,1,3,1,52,0,0,0,0,0,0,187581,184144,140829,117445,114581,111726,1
27547,130000,1,3,1,54,-1,-1,-1,-2,-1,-1,193,2499,0,0,428,150,0
27548,490000,1,2,1,51,1,-2,-1,2,0,0,-16,-16,5498,282,28688,26302,1
27549,150000,1,3,1,52,2,2,2,2,2,-2,142903,152574,150080,47214,144862,148153,1
27550,30000,1,3,1,53,1,2,2,2,2,2,18361,20250,19637,21705,21059,23716,1
27551,50000,1,2,2,54,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
27552,330000,1,3,1,53,0,0,0,0,0,0,141061,144526,148420,152341,149998,-2,0
27553,330000,1,2,1,52,0,0,0,0,0,0,171004,173360,175958,178468,181544,184338,0
27554,140000,1,3,1,56,2,0,0,0,0,0,90462,93167,94370,95894,91600,93347,1
27555,40000,1,2,1,55,1,-2,-2,-2,-2,-2,-150,-540,-930,-1320,-1710,-2100,1
27556,360000,1,3,2,54,-2,-2,-2,-2,-2,-2,390,390,390,390,390,390,0
27557,80000,1,2,2,59,2,2,2,2,2,0,24756,29818,29060,31133,24135,22970,1
27558,730000,1,3,1,56,0,0,0,0,0,0,746814,374028,351588,86927,66111,38491,0
27559,180000,1,1,1,63,0,0,0,0,0,0,157932,156847,130572,120464,109129,112273,0
27560,190000,1,3,1,64,0,0,0,2,0,0,65666,67379,72878,70731,71285,72403,0
27561,50000,1,3,2,57,-1,-1,-1,-1,-1,-1,390,1726,390,390,390,390,0
27562,230000,1,1,1,56,0,0,0,0,0,0,38349,39154,39921,40828,37934,38889,0
27563,20000,1,3,1,53,0,0,0,0,0,0,19084,19224,18545,19405,19358,19413,0
27564,130000,1,2,2,56,0,0,0,0,0,0,121165,109805,111780,116357,96936,98173,0
27565,30000,1,6,1,53,-2,-2,-2,-2,-2,-2,1780,0,0,0,0,0,1
27566,360000,1,1,1,57,1,-2,-1,-1,-1,-2,0,0,860,246,-46,-46,0
27567,1.00E+05,1,2,1,52,1,2,2,2,2,2,15420,16927,16432,18019,17501,18786,0
27568,180000,1,3,2,55,0,0,0,0,0,0,193095,186835,182287,159992,145387,137632,0
27569,210000,1,2,1,53,1,-1,2,-1,-1,-1,-197,3195,1821,1683,0,1986,0
27570,340000,1,2,1,53,0,0,0,0,0,0,342617,346067,350031,304706,250216,253526,1
27571,20000,1,1,1,52,0,0,-1,-1,-1,0,21192,19965,390,390,780,780,0
27572,20000,1,2,1,52,-2,-2,-2,-2,-2,-2,990,2990,790,1590,2359,2780,0
27573,5.00E+05,1,1,1,54,0,0,0,0,0,0,493251,496315,480411,489978,493062,474301,0
27574,360000,1,1,1,53,-2,-2,-2,-2,-2,-2,826,4741,6336,937,766,1065,0
27575,50000,1,3,1,54,0,0,0,0,0,0,47722,47080,48813,49107,18000,17538,0
27576,530000,1,2,1,54,-2,-2,-2,-2,-1,0,-30,-420,390,390,166210,129716,0
27577,260000,1,1,1,59,-1,-1,-1,-1,-1,-1,1929,-627,4134,792,1309,2557,0
27578,40000,1,3,1,50,1,2,0,-1,-1,-2,35879,34625,36757,20650,0,0,1
27579,30000,1,2,2,60,0,0,0,0,0,0,23575,24582,25711,26614,26948,14648,0
27580,240000,1,1,1,55,1,4,3,2,2,2,99259,96819,94429,95475,96603,98699,1
27581,320000,1,1,2,55,2,2,2,2,0,0,200545,205973,211323,202240,122963,125465,1
27582,70000,1,3,3,61,3,2,2,0,0,0,8909,9812,9511,10828,11346,11589,0
27583,2.00E+05,1,2,1,58,-1,2,2,-2,-2,-1,1877,1830,200,200,18370,53276,0
27584,360000,1,1,1,51,-1,-1,-1,-1,-1,-1,2782,5608,923,12886,489,172,0
27585,110000,1,2,2,51,0,0,0,0,0,0,25707,26740,27871,28858,29541,27977,1
27586,80000,1,3,1,52,1,2,2,2,0,0,77185,80311,81558,78761,71352,19674,1
27587,2.00E+05,1,1,1,52,1,-2,-2,-2,-2,-2,-768,-768,-768,-768,-768,-768,0
27588,1.00E+05,1,3,1,56,-1,-1,-1,-1,-1,-2,390,390,0,780,0,0,1
27589,160000,1,3,2,53,-1,-1,-1,-1,-1,-1,791,9164,4791,2999,961,994,0
27590,140000,1,1,1,55,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
27591,3.00E+05,1,2,1,55,0,0,0,0,0,0,69994,71388,72886,74371,75854,77440,0
27592,50000,1,3,1,59,1,2,0,0,0,0,48504,46768,47976,39703,19777,19162,0
27593,50000,2,2,1,29,0,0,0,0,0,0,49895,48434,47827,28935,28224,27547,1
27594,50000,2,1,1,29,0,0,0,0,0,0,50737,50486,50035,49388,10275,9598,0
27595,50000,2,2,1,34,0,0,0,2,0,0,11340,11367,10982,10243,10826,11699,0
27596,50000,2,2,1,38,0,0,-2,-2,-2,-2,51400,0,0,0,0,0,1
27597,210000,2,1,2,29,-1,-1,-1,-1,-1,-1,2783,1080,2855,20787,8307,1747,0
27598,150000,2,1,2,26,0,0,0,0,0,0,24242,20263,21332,22371,22700,23184,0
27599,190000,2,2,1,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
27600,80000,2,1,2,26,2,0,0,2,2,2,37097,38174,40550,41577,41595,43264,1
27601,1.00E+05,2,1,2,28,0,0,0,0,-1,0,4864,9089,13534,16158,6700,7730,0
27602,20000,2,2,2,27,0,0,0,0,0,-1,18854,19116,15030,13025,12223,15975,0
27603,4.00E+05,2,1,2,29,-2,-2,-2,-2,-2,-2,7622,38849,13586,19502,3809,4512,0
27604,1.00E+05,2,2,2,28,0,0,0,0,0,0,50697,51813,53416,32422,33177,42560,0
27605,30000,2,2,2,22,0,0,2,0,0,0,30028,30566,30560,30194,30113,23212,0
27606,150000,2,2,1,26,0,0,0,0,2,2,81638,70605,70647,77659,15525,0,0
27607,60000,2,2,1,24,0,0,0,0,0,0,62786,61764,62254,59586,33190,32243,1
27608,140000,2,3,2,26,0,0,0,0,0,0,93384,93443,57219,57621,48323,45082,0
27609,80000,2,1,2,25,0,0,0,0,0,0,53685,15291,20694,25435,30510,36101,0
27610,2.00E+05,2,2,2,26,0,0,-2,-2,-1,0,153900,0,0,0,3533,4053,0
27611,410000,2,1,2,28,-2,-2,-2,-2,-2,-2,5184,3449,2300,0,150,150,0
27612,50000,2,2,1,26,0,0,0,0,0,0,43800,44335,44626,40928,29367,29156,0
27613,50000,2,2,2,25,2,2,2,2,2,2,33995,34937,34394,36509,37105,37866,1
27614,1.00E+05,2,2,2,26,1,2,0,0,2,2,6056,5810,6860,8337,8054,8921,1
27615,190000,2,2,2,24,0,-1,0,0,0,0,15740,106602,100177,102308,104614,106847,0
27616,120000,2,2,2,27,2,2,2,2,2,2,120649,123203,119820,124755,99423,101718,1
27617,20000,2,1,2,22,0,0,0,0,0,0,16917,17904,20030,18475,17631,3950,0
27618,30000,2,2,2,22,1,2,0,0,0,0,16549,17085,17003,7150,6508,8459,0
27619,20000,2,3,2,22,2,2,0,0,0,2,16381,13837,14907,15853,17776,17352,1
27620,20000,2,2,2,22,0,0,0,0,0,0,15247,16561,17280,18431,18341,19569,1
27621,80000,2,2,2,22,0,0,0,0,0,0,1742,2524,5097,6107,7141,7355,0
27622,80000,2,2,2,23,-1,0,0,0,0,0,78379,78589,77461,59228,46766,47630,0
27623,50000,2,1,2,23,-1,-1,-1,-1,-1,-1,3430,2478,2299,4800,9810,660,0
27624,80000,2,1,2,23,2,2,2,0,0,0,84052,84787,77572,77123,49823,50680,1
27625,50000,2,1,2,23,0,0,0,0,0,2,49593,49918,51402,49020,50679,51568,0
27626,50000,2,2,2,24,-1,-1,-2,-1,-1,0,594,0,0,51400,11330,12144,0
27627,80000,2,2,2,24,-1,-1,-1,-1,-1,-1,386,1392,18634,5433,2053,5781,0
27628,20000,2,2,1,24,1,2,3,2,0,0,19242,21821,21197,20400,20000,20000,1
27629,70000,2,3,2,24,0,0,0,-1,0,0,8391,10242,11026,2342,2390,0,0
27630,130000,2,2,2,23,0,0,0,-2,-2,-2,8690,9500,0,0,0,0,0
27631,10000,2,2,2,21,2,2,3,2,0,0,6795,10398,10094,9768,8430,20735,1
27632,50000,2,2,1,23,2,2,0,0,0,0,54866,51520,41711,22775,4215,3016,1
27633,50000,2,1,2,23,0,0,2,0,0,0,9978,12493,10447,12247,9195,4995,0
27634,20000,2,2,2,22,0,0,0,0,0,0,15090,15199,17111,18422,18234,18217,0
27635,80000,2,1,2,22,-1,-1,-1,-1,-1,0,1807,133,5395,1182,266,366,0
27636,70000,2,2,1,23,0,0,0,0,0,0,69951,70722,70815,63183,31633,31275,1
27637,10000,2,2,2,22,1,-2,-2,-2,-2,-2,0,0,0,-400,0,0,0
27638,120000,2,2,2,23,0,0,2,0,0,0,39517,42543,41583,42736,43806,44623,0
